citeulike_paper_id	author
100050	boyapati, chandrasekhar
100050	liskov, barbara
100050	shrira, liuba
100145	obreiter, philipp
100145	f\\"{a}hnrich, stefan
100145	nimis, jens
100166	friedman, nir
100185	curbera, francisco
100185	duftler, matthew j.
100185	khalaf, rania
100185	nagy, william a.
100185	mukhi, nirmal k.
100185	weerawarana, sanjiva
100219	lansdale, m. w.
100359	schultz, wolfram
100476	hu, yih c.
100476	perrig, adrian
100476	johnson, david b.
101942	swan, j.
101983	guimera, roger
101983	nunes amaral, luis a.
103166	ajzen, icek
103180	benford, robert d.
103180	snow, david a.
103243	cleveland, william s.
103291	goldstein, h.
103567	laffont, jean j.
103567	martimort, david
103573	mueller, dennis
104275	cowie, jim
104275	lehnert, wendy
104324	plotkin, gordon d.
104354	rao, a.
104354	ratnasamy, s.
104354	papadimitriou, c.
104354	shenker, s.
104354	stoica, i.
104769	metzler, donald
104769	croft, w. bruce
104811	alonso, fernando
104811	l\\'{o}pez, genoveva
104811	manrique, daniel
104811	vi\\~{n}es, jos\\'{e} m.
104965	stone, peter
104965	veloso, manuela m.
105195	kinjo, akira r r.
105195	nishikawa, ken
105205	castro, m.
105205	druschel, p.
105205	kermarrec, a.
105205	nandi, a.
105205	rowstron, a.
105205	singh, a.
105569	eysenck, michael w.
105569	keane, mark t.
105594	liaw, meei-ling
105594	johnson, robert j.
105835	hyv\\&\\#228;rinen, aapo
105835	karhunen, juha
105835	oja, erkki
105906	manning, christopher d.
105906	sch\\"{u}tze, hinrich
106131	wolfram, stephen
106318	nunez, paul l.
106318	srinivasan, ramesh
106560	weber, steven
106572	castells, manuel
106629	statnikov, alexander
106629	aliferis, constantin f.
106629	tsamardinos, ioannis
106629	hardin, douglas
106629	levy, shawn
106735	nasipuri, a.
106735	das, s. r.
106736	perkins, charles e.
106736	bhagwat, pravin
107519	paolucci, massimo
107519	kawamura, takahiro
107519	payne, terry r.
107519	sycara, katia
108491	broch, josh
108491	maltz, david a.
108491	johnson, david b.
108491	hu, yih c.
108491	jetcheva, jorjeta
109109	huttenlocher, d.
109109	klanderman, g.
109109	rucklidge, w.
109748	agrawal, rakesh
109748	gehrke, johannes
109748	gunopulos, dimitrios
109748	raghavan, prabhakar
109791	dhillon, inderjit s.
109791	mallela, subramanyam
109791	modha, dharmendra s.
109806	florescu, daniela
109806	levy, alon y.
109806	mendelzon, alberto o.
109996	pollack, jonathan r.
109996	perou, charles m.
109996	alizadeh, ash a.
109996	eisen, michael b.
109996	pergamenschikov, alexander
109996	williams, cheryl f.
109996	jeffrey, stefanie s.
109996	botstein, david
109996	brown, patrick o.
110014	tamayo, pablo
110014	slonim, donna
110014	mesirov, jill
110014	zhu, qing
110014	kitareewan, sutisak
110014	dmitrovsky, ethan
110014	lander, eric s.
110014	golub, todd r.
110425	{government, d. i.}
111657	jansen, bernard j.
111657	spink, amanda
111657	bateman, judy
111657	saracevic, tefko
111761	borner, k.
111761	chen, c.
111761	boyack, k.
112856	deutsch, l. peter
112856	schiffman, allan m.
112873	bejerano, gill
112873	haussler, david
112873	blanchette, mathieu
112877	margulies, elliott h.
112877	blanchette, mathieu
112877	nisc comparative sequencing program
112877	haussler, david
112877	green, eric d.
113339	milner, robin
113339	tofte, mads
113339	harper, robert
113339	macqueen, david
113926	g{\\"a}rtner, thomas
113948	birman, k.
113948	joseph, t.
114027	comon, pierre
114040	hyv\\"{a}rinen, aapo
114040	oja, erkki
114177	papert, seymour
114190	goldberg, d. e.
114194	holland, john
114199	hardin, garrett
114704	michalet, x.
114704	pinaud, f. f.
114704	bentolila, l. a.
114704	tsay, j. m.
114704	doose, s.
114704	li, j. j.
114704	sundaresan, g.
114704	wu, a. m.
114704	gambhir, s. s.
114704	weiss, s.
114954	curtis, bill
114954	keller, marc i.
114954	over, jim
114960	fowler, martin
115003	sirin, evren
115003	parsia, bijan
115003	wu, dan
115003	hendler, james
115003	nau, dana
115155	alonso, gustavo
115155	casati, fabio
115155	kuno, harumi
115155	machiraju, vijay
115168	gerstein, m.
115168	lesk, a.
115168	chothia, c.
115283	dennett, daniel c.
115371	shang, y.
115371	ruml, w.
115371	zhang, y.
115371	fromherz, m.
115458	fayyad, u. m.
115458	irani, k. b.
115575	kalman, r. e.
115578	quinlan, j. r.
115613	wainwright, m. j.
115613	jordan, m. i.
115640	tibshirani, r.
115652	neal, r. m.
115652	hinton, g. e.
115676	breiman, l.
115676	friedman, j. h.
115676	olshen, r. a.
115676	stone, c. i.
115695	benjamini, y.
115695	hochberg, y.
115711	malouf, r.
115751	breiman, l.
115777	mccallum, a.
115777	nigam, k.
115791	neal, r. m.
115830	buntine, w.
115881	bollen, johan
115881	van de sompel, herbert
115881	smith, joan
115881	luce, rick
116378	skog, t.
116378	ljungblad, s.
116378	holmquist, l.
116388	jackman, simon
117555	zeng, q.
117555	kogan, s.
117555	ash, n.
117555	greenes, r. a.
117555	boxwala, a. a.
118608	meijias, ulises
118690	dujon, bernard
118690	sherman, david
118690	fischer, gilles
118690	durrens, pascal
118690	casaregola, serge
118690	lafontaine, ingrid
118690	de montigny, jacky
118690	marck, christian
118690	neuv\\'{e}glise, c\\'{e}cile
118690	talla, emmanuel
118690	goffard, nicolas
118690	frangeul, lionel
118690	aigle, michel
118690	anthouard, v\\'{e}ronique
118690	babour, anna
118690	barbe, val\\'{e}rie
118690	barnay, st\\'{e}phanie
118690	blanchin, sylvie
118690	beckerich, jean-marie m.
118690	beyne, emmanuelle
118690	bleykasten, claudine
118690	boisram\\'{e}, anita
118690	boyer, jeanne
118690	cattolico, laurence
118690	confanioleri, fabrice
118690	de daruvar, antoine
118690	despons, laurence
118690	fabre, emmanuelle
118690	fairhead, c\\'{e}cile
118690	ferry-dumazet, h\\'{e}l\\`{e}ne
118690	groppi, alexis
118690	hantraye, florence
118690	hennequin, christophe
118690	jauniaux, nicolas
118690	joyet, philippe
118690	kachouri, rym
118690	kerrest, alix
118690	koszul, romain
118690	lemaire, marc
118690	lesur, isabelle
118690	ma, laurence
118690	muller, h\\'{e}lo\\"{i}se
118690	nicaud, jean-marc m.
118690	nikolski, macha
118690	oztas, sophie
118690	ozier-kalogeropoulos, odile
118690	pellenz, stefan
118690	potier, serge
118690	richard, guy-franck f.
118690	straub, marie-laure l.
118690	suleau, audrey
118690	swennen, dominique
118690	tekaia, fredj
118690	w\\'{e}solowski-louvel, micheline
118690	westhof, eric
118690	wirth, b\\'{e}n\\'{e}dicte
118690	zeniou-meyer, maria
118690	zivanovic, ivan
118690	bolotin-fukuhara, monique
118690	thierry, agn\\`{e}s
118690	bouchier, christiane
118690	caudron, bernard
118690	scarpelli, claude
118690	gaillardin, claude
118690	weissenbach, jean
118690	wincker, patrick
118690	souciet, jean-luc l.
118691	eddy, sean r.
118692	eddy, s. r.
118693	eddy, s. r.
118693	durbin, r.
118699	flamm, c.
118699	hofacker, i. l.
118699	maurer-stroh, s.
118699	stadler, p. f.
118699	zehl, m.
118725	hofacker, i. l.
118725	priwitzer, b.
118725	stadler, p. f.
118737	kapranov, philipp
118737	cawley, simon e.
118737	drenkow, jorg
118737	bekiranov, stefan
118737	strausberg, robert l.
118737	fodor, stephen p. a.
118737	gingeras, thomas r.
118738	kellis, manolis
118738	patterson, nick
118738	endrizzi, matthew
118738	birren, bruce
118738	lander, eric s.
118739	kellis, manolis
118739	birren, bruce w.
118739	lander, eric s.
118757	lowe, t. m.
118757	eddy, s. r.
118759	lyngso, rune b.
118759	pedersen, christian n. s.
118767	mathews, d. h.
118786	nussinov, r.
118786	jacobson, a. b.
118801	rivas, elena
118801	eddy, sean r.
118802	rivas, e.
118802	eddy, s. r.
118803	rivas, e.
118803	klein, r. j.
118803	jones, t. a.
118803	eddy, s. r.
118842	workman, c.
118842	krogh, a.
119509	sandholm, tuomas w.
120137	uschold, mike
120137	jasper, robert
120141	mccaskill, j. s.
121025	tversky, a.
121079	carzaniga, antonio
121079	rosenblum, david s.
121079	wolf, alexander l.
121098	faloutsos, michalis
121098	faloutsos, petros
121098	faloutsos, christos
121161	milojicic, dejan s.
121161	kalogeraki, vana
121161	lukose, rajan
121161	nagaraja, kiran
121161	pruyne, jim
121161	richard, bruno
121161	rollins, sami
121161	xu, zhichen
121192	rada, roy
121192	mili, hafedh
121192	bicknell, ellen
121192	blettner, maria
121196	ratnasamy, sylvia
121196	francis, paul
121196	handley, mark
121196	karp, richard
121196	shenker, scott
121199	reynolds, craig w.
121209	saroiu, stefan
121209	gummadi, krishna p.
121209	dunn, richard j.
121209	gribble, steven d.
121209	levy, henry m.
121542	sebrechts, m.
121542	vasilakis, joanna
121542	miller, michael s.
121542	cugini, john v.
121542	laskowski, sharon j.
121580	parnas, david l.
121580	clements, paul c.
121608	rosch, e.
121779	maedche, a.
121779	motik, b.
121779	stojanovic, l.
121779	studer, r.
121779	volz, r.
121870	jaynes, e. t.
122299	berliner, b.
123095	boolos, george
123095	jeffrey, richard
123644	harel, d.
123866	kleene, s. c.
123906	kripke, saul a.
125979	holland, john h.
126681	tufte, edward r.
127079	ginalski, krzysztof
127079	elofsson, arne
127079	fischer, daniel
127079	rychlewski, leszek
128099	friston, k. j.
128099	mechelli, a.
128099	turner, r.
128099	price, c. j.
128240	mariette, m. r.
128240	michael, m. a.
128240	jesse, j. t.
128240	alexander, a. j.
128303	brazhnik, p.
128303	de la, a. d. l.
128303	mendes, p.
128334	gene, g. o.
128343	d'haeseleer, p.
128343	liang, s.
128343	somogyi, r.
128350	davidson, e. h.
128350	rast, j. p.
128350	oliveri, p.
128350	ransick, a.
128350	calestani, c.
128350	yuh, c. h.
128350	minokawa, t.
128350	amore, g.
128350	hinman, v.
128350	mena, c. arenas
128350	otim, o.
128350	brown, c. t.
128350	livi, c. b.
128350	lee, p. y.
128350	revilla, r.
128350	rust, a. g.
128350	pan, z.
128350	schilstra, m. j.
128350	clarke, p. j.
128350	arnone, m. i.
128350	rowen, l.
128350	cameron, r. a.
128350	mcclay, d. r.
128350	hood, l.
128350	bolouri, h.
128354	derisi, j. l.
128354	iyer, v. r.
128354	brown, p. o.
128391	eisenberg, d.
128391	marcotte, e. m.
128391	xenarios, i.
128391	yeates, t. o.
128425	gao, f.
128425	foat, b. c.
128425	bussemaker, h. j.
128429	gasch, a. p.
128429	spellman, p. t.
128429	kao, c. m.
128429	harel, o. carmel
128429	eisen, m. b.
128429	storz, g.
128429	botstein, d.
128429	brown, p. o.
128436	ge, h.
128436	liu, z.
128436	church, g. m.
128436	vidal, m.
128478	ghaemmaghami, s.
128478	huh, w. k.
128478	bower, k.
128478	howson, r. w.
128478	belle, a.
128478	dephoure, n.
128478	o'shea, e. k.
128478	weissman, j. s.
128479	guri, g.
128479	angela, a. m.
128479	li, l.
128479	carla, c.
128479	linda, l.
128479	steeve, s.
128479	sally, s.
128479	ankuta, a. l.
128479	keith, k.
128479	bruno, b.
128479	adam, a. p.
128479	anna, a.
128479	mohamed, m. e.
128479	rhonda, r.
128479	rocio, r.
128479	sophie, s.
128479	stefano, s.
128479	matt, m.
128479	karen, k.
128479	adam, a.
128479	karl, k. d.
128479	patrick, p.
128479	francoise, f.
128479	david, d. j.
128479	mark, m.
128479	deanna, d.
128479	ulrich, u.
128479	johannes, j. h.
128479	svenja, s.
128479	zelek, z.
128479	daniel, d. f.
128479	diane, d. e.
128479	steven, s. l.
128479	peter, p.
128479	darlene, d.
128479	david, d. c.
128479	ning, n.
128479	hong, h.
128479	hong, h.
128479	lucy, l.
128479	chuanyun, c.
128479	marc, m.
128479	rong, r.
128479	patrice, p.
128479	siew, s. l.
128479	jose, j. l.
128479	christopher, c. j.
128479	matthias, m.
128479	petra, p. r.
128479	bart, b.
128479	greg, g.
128479	brenda, b.
128479	daniel, d. d.
128479	sharon, s. s.
128479	reginald, r. k.
128479	jeffrey, j. n.
128479	giorgio, g.
128479	marleen, m.
128479	guido, g.
128479	ching, c. y.
128479	teresa, t. r.
128479	julie, j.
128479	elizabeth, e. a.
128479	yonghong, y.
128479	grace, g.
128479	elaine, e.
128479	kexin, k.
128479	howard, h.
128479	jef, j. d.
128479	michael, m.
128479	peter, p.
128479	ronald, r. w.
128479	mark, m.
128483	goffeau, a.
128483	barrell, b. g.
128483	bussey, h.
128483	davis, r. w.
128483	dujon, b.
128483	feldmann, h.
128483	galibert, f.
128483	hoheisel, j. d.
128483	jacq, c.
128483	johnston, m.
128483	louis, e. j.
128483	mewes, h. w.
128483	murakami, y.
128483	philippsen, p.
128483	tettelin, h.
128483	oliver, s. g.
128554	ideker, t.
128554	galitski, t.
128554	hood, l.
128558	trey, t.
128558	douglas, d.
128561	farren, f. j.
128561	jeff, j.
128561	charles, c. r.
128561	collins, j. j.
128570	ronald, r.
128570	dov, d.
128570	mark, m.
128640	landgraf, r.
128640	xenarios, i.
128640	eisenberg, d.
128668	liao, j. c.
128668	boscolo, r.
128668	yang, y. l.
128668	tran, l. m.
128668	sabatti, c.
128668	roychowdhury, v. p.
128690	mangan, s.
128690	alon, u.
128746	romualdo, r. p.
128746	eric, e.
128746	ricard, r. v.
128750	perrin, b. e.
128750	ralaivola, l.
128750	mazurie, a.
128750	bottani, s.
128750	mallet, j.
128750	buc, f. d'alche
128757	pritsker, m.
128757	liu, y. c.
128757	beer, m. a.
128757	tavazoie, s.
128766	quackenbush, j.
128770	reboul, j.
128770	vaglio, p.
128770	rual, j. f.
128770	lamesch, p.
128770	martinez, m.
128770	armstrong, c. m.
128770	li, s.
128770	jacotot, l.
128770	bertin, n.
128770	janky, r.
128770	moore, t.
128770	hudson, j.
128770	hartley, j. l.
128770	brasch, m. a.
128770	vandenhaute, j.
128770	boulton, s.
128770	endress, g. a.
128770	jenna, s.
128770	chevet, e.
128770	papasotiropoulos, v.
128770	tolias, p. p.
128770	ptacek, j.
128770	snyder, m.
128770	huang, r.
128770	chance, m. r.
128770	lee, h.
128770	stamm, l. doucette
128770	hill, d. e.
128770	vidal, m.
128773	ren, b.
128773	robert, f.
128773	wyrick, j. j.
128773	aparicio, o.
128773	jennings, e. g.
128773	simon, i.
128773	zeitlinger, j.
128773	schreiber, j.
128773	hannett, n.
128773	kanin, e.
128773	volkert, t. l.
128773	wilson, c. j.
128773	bell, s. p.
128773	young, r. a.
128791	salgado, h.
128791	castro, s. gama
128791	antonio, a. martinez
128791	peredo, e. diaz
128791	solano, f. sanchez
128791	gil, m. peralta
128791	alonso, d. garcia
128791	jacinto, v. jimenez
128791	zavaleta, a. santos
128791	martinez, c. bonavides
128791	vides, j. collado
128799	schena, m.
128799	shalon, d.
128799	heller, r.
128799	chai, a.
128799	brown, p. o.
128799	davis, r. w.
128811	segal, e.
128811	yelensky, r.
128811	koller, d.
128818	setty, y.
128818	mayo, a. e.
128818	surette, m. g.
128818	alon, u.
128819	shannon, p.
128819	markiel, a.
128819	ozier, o.
128819	baliga, n. s.
128819	wang, j. t.
128819	ramage, d.
128819	amin, n.
128819	schwikowski, b.
128819	ideker, t.
128876	tegner, j.
128876	yeung, m. k.
128876	hasty, j.
128876	collins, j. j.
128893	tsai, j.
128893	taylor, r.
128893	chothia, c.
128893	gerstein, m.
128931	wall, d. p.
128931	fraser, h. b.
128931	hirsh, a. e.
128968	zhu, h.
128968	bilgin, m.
128968	bangham, r.
128968	hall, d.
128968	casamayor, a.
128968	bertone, p.
128968	lan, n.
128968	jansen, r.
128968	bidlingmaier, s.
128968	houfek, t.
128968	mitchell, t.
128968	miller, p.
128968	dean, r. a.
128968	gerstein, m.
128968	snyder, m.
129007	amari, shun i.
129008	amari, shun i.
129008	wu, si
129019	marcotte, edward m.
129019	pellegrini, matteo
129019	ng, ho l.
129019	rice, danny w.
129019	yeates, todd o.
129019	eisenberg, david
129026	leslie, christina
129026	eskin, eleazar
129026	noble, william s.
129029	furey, terrence s.
129029	duffy, nigel
129029	cristianini, nello
129029	bednarski, david
129029	schummer, michel
129029	haussler, david
129038	hur, asa b.
129038	horn, david
129038	siegelmann, hava t.
129038	vapnik, vladimir
129039	lodhi, huma
129039	taylor, john s.
129039	cristianini, nello
129039	watkins, christopher j. c. h.
129085	barab{\\'a}si, albert l.
129085	ravasz, erzsebet
129100	wahba, g.
129118	jolliffe, i.
129240	sambrook, j.
129240	fritsch, e. f.
129240	maniatis, t.
129291	mnaimneh, sanie
129291	davierwala, armaity p.
129291	haynes, jennifer
129291	moffat, jason
129291	peng, wen t.
129291	zhang, wen
129291	yang, xueqi
129291	pootoolal, jeff
129291	chua, gardon
129291	lopez, andres
129291	trochesset, miles
129291	morse, darcy
129291	krogan, nevan j.
129291	hiley, shawna l.
129291	li, zhijian
129291	morris, quaid
129291	grigull, jorg
129291	mitsakakis, nicholas
129291	roberts, christopher j.
129291	greenblatt, jack f.
129291	boone, charles
129291	kaiser, chris a.
129291	andrews, brenda j.
129291	hughes, timothy r.
129335	snowden, david
129356	witten, ian h.
129356	witten, ian h.
129356	moffat, alistair
129356	bell, timothy c.
129936	carslaw, h. s.
129936	jaeger, j. c.
130030	allen, m. p.
130030	tildesley, d. j.
130273	naphade, milind r.
130273	smith, john r.
130315	bryant, randal e.
130783	isaacs, farren j.
130783	dwyer, daniel j.
130783	ding, chunming
130783	pervouchine, dmitri d.
130783	cantor, charles r.
130783	collins, james j.
131324	cristian, flavin
131662	edelstein-keshet, leah
132329	backus, j.
132420	cummins, r.
132451	feldman, j. a.
132451	ballard, d. h.
132637	mcculloch, w. s.
132637	pitts, w. h.
133546	abadi, mart\\'\\in
133546	cardelli, luca
133546	curien, pierre-louis
133546	l\\`evy, jean-jacques
134382	minka, t. p.
134409	daubin, v.
134409	gouy, m.
134409	perri\\`{e}re, g.
134506	levine, a.
134506	prevelakis, v.
134506	ioannidis, j.
134506	ioannidis, s.
134506	keromytis, a.
135035	baldwin, c.
135987	pahl, g.
135987	beitz, w.
136219	steels, l.
136259	tannenbaum, a.
136459	zhou, k.
136459	doyle, j.
136459	glover, k.
136480	hearst, marti a.
